Cycle start time,Cycle end time,Cycle timezone,Question text,Answered yes,Notes
2024-05-20 21:09:56,2024-05-21 21:50:51,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-20 21:09:56,2024-05-21 21:50:51,UTC-04:00,Have any caffeine? ,true,
2024-05-20 21:09:56,2024-05-21 21:50:51,UTC-04:00,Take creatine?,false,
2024-05-20 21:09:56,2024-05-21 21:50:51,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-20 21:09:56,2024-05-21 21:50:51,UTC-04:00,Hydrated sufficiently?,true,
2024-05-20 21:09:56,2024-05-21 21:50:51,UTC-04:00,Have an injury or wound,false,
2024-05-20 21:09:56,2024-05-21 21:50:51,UTC-04:00,Masturbate?,true,
2024-05-20 21:09:56,2024-05-21 21:50:51,UTC-04:00,Consumed protein?,true,
2024-05-20 21:09:56,2024-05-21 21:50:51,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-20 21:09:56,2024-05-21 21:50:51,UTC-04:00,Share your bed?,true,
2024-05-20 21:09:56,2024-05-21 21:50:51,UTC-04:00,Feeling sick or ill?,false,
2024-05-21 21:50:51,2024-05-22 21:30:40,UTC-04:00,Feeling sick or ill?,false,
2024-05-21 21:50:51,2024-05-22 21:30:40,UTC-04:00,Share your bed?,true,
2024-05-21 21:50:51,2024-05-22 21:30:40,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-21 21:50:51,2024-05-22 21:30:40,UTC-04:00,Consumed protein?,false,
2024-05-21 21:50:51,2024-05-22 21:30:40,UTC-04:00,Masturbate?,false,
2024-05-21 21:50:51,2024-05-22 21:30:40,UTC-04:00,Have an injury or wound,false,
2024-05-21 21:50:51,2024-05-22 21:30:40,UTC-04:00,Hydrated sufficiently?,true,
2024-05-21 21:50:51,2024-05-22 21:30:40,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-21 21:50:51,2024-05-22 21:30:40,UTC-04:00,Take creatine?,false,
2024-05-21 21:50:51,2024-05-22 21:30:40,UTC-04:00,Have any caffeine? ,true,
2024-05-21 21:50:51,2024-05-22 21:30:40,UTC-04:00,Have any alcoholic drinks?,true,
2024-05-19 20:56:38,2024-05-20 21:09:56,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-19 20:56:38,2024-05-20 21:09:56,UTC-04:00,Have any caffeine? ,true,
2024-05-19 20:56:38,2024-05-20 21:09:56,UTC-04:00,Take creatine?,false,
2024-05-19 20:56:38,2024-05-20 21:09:56,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-19 20:56:38,2024-05-20 21:09:56,UTC-04:00,Hydrated sufficiently?,true,
2024-05-19 20:56:38,2024-05-20 21:09:56,UTC-04:00,Have an injury or wound,false,
2024-05-19 20:56:38,2024-05-20 21:09:56,UTC-04:00,Masturbate?,false,
2024-05-19 20:56:38,2024-05-20 21:09:56,UTC-04:00,Consumed protein?,false,
2024-05-19 20:56:38,2024-05-20 21:09:56,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-19 20:56:38,2024-05-20 21:09:56,UTC-04:00,Share your bed?,true,
2024-05-19 20:56:38,2024-05-20 21:09:56,UTC-04:00,Feeling sick or ill?,false,
2024-05-18 21:12:25,2024-05-19 20:56:38,UTC-04:00,Have any alcoholic drinks?,true,
2024-05-18 21:12:25,2024-05-19 20:56:38,UTC-04:00,Have any caffeine? ,true,
2024-05-18 21:12:25,2024-05-19 20:56:38,UTC-04:00,Take creatine?,false,
2024-05-18 21:12:25,2024-05-19 20:56:38,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-18 21:12:25,2024-05-19 20:56:38,UTC-04:00,Hydrated sufficiently?,true,
2024-05-18 21:12:25,2024-05-19 20:56:38,UTC-04:00,Have an injury or wound,false,
2024-05-18 21:12:25,2024-05-19 20:56:38,UTC-04:00,Masturbate?,false,
2024-05-18 21:12:25,2024-05-19 20:56:38,UTC-04:00,Consumed protein?,false,
2024-05-18 21:12:25,2024-05-19 20:56:38,UTC-04:00,Read (non-screened device) while in bed?,false,
2024-05-18 21:12:25,2024-05-19 20:56:38,UTC-04:00,Share your bed?,true,
2024-05-18 21:12:25,2024-05-19 20:56:38,UTC-04:00,Feeling sick or ill?,false,
2024-05-17 20:52:15,2024-05-18 21:12:25,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-17 20:52:15,2024-05-18 21:12:25,UTC-04:00,Have any caffeine? ,true,
2024-05-17 20:52:15,2024-05-18 21:12:25,UTC-04:00,Take creatine?,false,
2024-05-17 20:52:15,2024-05-18 21:12:25,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-17 20:52:15,2024-05-18 21:12:25,UTC-04:00,Hydrated sufficiently?,true,
2024-05-17 20:52:15,2024-05-18 21:12:25,UTC-04:00,Have an injury or wound,false,
2024-05-17 20:52:15,2024-05-18 21:12:25,UTC-04:00,Masturbate?,true,
2024-05-17 20:52:15,2024-05-18 21:12:25,UTC-04:00,Consumed protein?,false,
2024-05-17 20:52:15,2024-05-18 21:12:25,UTC-04:00,Read (non-screened device) while in bed?,false,
2024-05-17 20:52:15,2024-05-18 21:12:25,UTC-04:00,Share your bed?,true,
2024-05-17 20:52:15,2024-05-18 21:12:25,UTC-04:00,Feeling sick or ill?,false,
2024-05-16 21:02:25,2024-05-17 20:52:15,UTC-04:00,Have any alcoholic drinks?,true,
2024-05-16 21:02:25,2024-05-17 20:52:15,UTC-04:00,Have any caffeine? ,true,
2024-05-16 21:02:25,2024-05-17 20:52:15,UTC-04:00,Take creatine?,false,
2024-05-16 21:02:25,2024-05-17 20:52:15,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-16 21:02:25,2024-05-17 20:52:15,UTC-04:00,Hydrated sufficiently?,true,
2024-05-16 21:02:25,2024-05-17 20:52:15,UTC-04:00,Have an injury or wound,false,
2024-05-16 21:02:25,2024-05-17 20:52:15,UTC-04:00,Masturbate?,false,
2024-05-16 21:02:25,2024-05-17 20:52:15,UTC-04:00,Consumed protein?,false,
2024-05-16 21:02:25,2024-05-17 20:52:15,UTC-04:00,Read (non-screened device) while in bed?,false,
2024-05-16 21:02:25,2024-05-17 20:52:15,UTC-04:00,Share your bed?,true,
2024-05-16 21:02:25,2024-05-17 20:52:15,UTC-04:00,Feeling sick or ill?,false,
2024-05-15 20:56:56,2024-05-16 21:02:25,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-15 20:56:56,2024-05-16 21:02:25,UTC-04:00,Have any caffeine? ,true,
2024-05-15 20:56:56,2024-05-16 21:02:25,UTC-04:00,Take creatine?,false,
2024-05-15 20:56:56,2024-05-16 21:02:25,UTC-04:00,Viewed a screen device in bed?,true,
2024-05-15 20:56:56,2024-05-16 21:02:25,UTC-04:00,Hydrated sufficiently?,true,
2024-05-15 20:56:56,2024-05-16 21:02:25,UTC-04:00,Have an injury or wound,false,
2024-05-15 20:56:56,2024-05-16 21:02:25,UTC-04:00,Masturbate?,false,
2024-05-15 20:56:56,2024-05-16 21:02:25,UTC-04:00,Consumed protein?,true,
2024-05-15 20:56:56,2024-05-16 21:02:25,UTC-04:00,Read (non-screened device) while in bed?,false,
2024-05-15 20:56:56,2024-05-16 21:02:25,UTC-04:00,Share your bed?,true,
2024-05-15 20:56:56,2024-05-16 21:02:25,UTC-04:00,Feeling sick or ill?,false,
2024-05-14 21:19:59,2024-05-15 20:56:56,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-14 21:19:59,2024-05-15 20:56:56,UTC-04:00,Have any caffeine? ,true,
2024-05-14 21:19:59,2024-05-15 20:56:56,UTC-04:00,Take creatine?,false,
2024-05-14 21:19:59,2024-05-15 20:56:56,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-14 21:19:59,2024-05-15 20:56:56,UTC-04:00,Hydrated sufficiently?,true,
2024-05-14 21:19:59,2024-05-15 20:56:56,UTC-04:00,Have an injury or wound,false,
2024-05-14 21:19:59,2024-05-15 20:56:56,UTC-04:00,Masturbate?,false,
2024-05-14 21:19:59,2024-05-15 20:56:56,UTC-04:00,Consumed protein?,true,
2024-05-14 21:19:59,2024-05-15 20:56:56,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-14 21:19:59,2024-05-15 20:56:56,UTC-04:00,Share your bed?,true,
2024-05-14 21:19:59,2024-05-15 20:56:56,UTC-04:00,Feeling sick or ill?,false,
2024-05-13 21:39:29,2024-05-14 21:19:59,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-13 21:39:29,2024-05-14 21:19:59,UTC-04:00,Have any caffeine? ,true,
2024-05-13 21:39:29,2024-05-14 21:19:59,UTC-04:00,Take creatine?,false,
2024-05-13 21:39:29,2024-05-14 21:19:59,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-13 21:39:29,2024-05-14 21:19:59,UTC-04:00,Hydrated sufficiently?,true,
2024-05-13 21:39:29,2024-05-14 21:19:59,UTC-04:00,Have an injury or wound,false,
2024-05-13 21:39:29,2024-05-14 21:19:59,UTC-04:00,Masturbate?,true,
2024-05-13 21:39:29,2024-05-14 21:19:59,UTC-04:00,Consumed protein?,false,
2024-05-13 21:39:29,2024-05-14 21:19:59,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-13 21:39:29,2024-05-14 21:19:59,UTC-04:00,Share your bed?,true,
2024-05-13 21:39:29,2024-05-14 21:19:59,UTC-04:00,Feeling sick or ill?,false,
2024-05-12 21:17:44,2024-05-13 21:39:29,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-12 21:17:44,2024-05-13 21:39:29,UTC-04:00,Have any caffeine? ,true,
2024-05-12 21:17:44,2024-05-13 21:39:29,UTC-04:00,Take creatine?,false,
2024-05-12 21:17:44,2024-05-13 21:39:29,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-12 21:17:44,2024-05-13 21:39:29,UTC-04:00,Hydrated sufficiently?,true,
2024-05-12 21:17:44,2024-05-13 21:39:29,UTC-04:00,Have an injury or wound,false,
2024-05-12 21:17:44,2024-05-13 21:39:29,UTC-04:00,Masturbate?,false,
2024-05-12 21:17:44,2024-05-13 21:39:29,UTC-04:00,Consumed protein?,false,
2024-05-12 21:17:44,2024-05-13 21:39:29,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-12 21:17:44,2024-05-13 21:39:29,UTC-04:00,Share your bed?,true,
2024-05-12 21:17:44,2024-05-13 21:39:29,UTC-04:00,Feeling sick or ill?,false,
2024-05-11 19:51:29,2024-05-12 21:17:44,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-11 19:51:29,2024-05-12 21:17:44,UTC-04:00,Have any caffeine? ,true,
2024-05-11 19:51:29,2024-05-12 21:17:44,UTC-04:00,Take creatine?,false,
2024-05-11 19:51:29,2024-05-12 21:17:44,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-11 19:51:29,2024-05-12 21:17:44,UTC-04:00,Hydrated sufficiently?,true,
2024-05-11 19:51:29,2024-05-12 21:17:44,UTC-04:00,Have an injury or wound,false,
2024-05-11 19:51:29,2024-05-12 21:17:44,UTC-04:00,Masturbate?,false,
2024-05-11 19:51:29,2024-05-12 21:17:44,UTC-04:00,Consumed protein?,true,
2024-05-11 19:51:29,2024-05-12 21:17:44,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-11 19:51:29,2024-05-12 21:17:44,UTC-04:00,Share your bed?,true,
2024-05-11 19:51:29,2024-05-12 21:17:44,UTC-04:00,Feeling sick or ill?,false,
2024-05-09 21:27:24,2024-05-10 21:41:16,UTC-04:00,Feeling sick or ill?,false,
2024-05-09 21:27:24,2024-05-10 21:41:16,UTC-04:00,Share your bed?,true,
2024-05-09 21:27:24,2024-05-10 21:41:16,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-09 21:27:24,2024-05-10 21:41:16,UTC-04:00,Consumed protein?,true,
2024-05-09 21:27:24,2024-05-10 21:41:16,UTC-04:00,Masturbate?,false,
2024-05-09 21:27:24,2024-05-10 21:41:16,UTC-04:00,Have an injury or wound,false,
2024-05-09 21:27:24,2024-05-10 21:41:16,UTC-04:00,Hydrated sufficiently?,true,
2024-05-09 21:27:24,2024-05-10 21:41:16,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-09 21:27:24,2024-05-10 21:41:16,UTC-04:00,Take creatine?,false,
2024-05-09 21:27:24,2024-05-10 21:41:16,UTC-04:00,Have any caffeine? ,true,
2024-05-09 21:27:24,2024-05-10 21:41:16,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-10 21:41:16,2024-05-11 19:51:29,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-10 21:41:16,2024-05-11 19:51:29,UTC-04:00,Have any caffeine? ,true,
2024-05-10 21:41:16,2024-05-11 19:51:29,UTC-04:00,Take creatine?,false,
2024-05-10 21:41:16,2024-05-11 19:51:29,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-10 21:41:16,2024-05-11 19:51:29,UTC-04:00,Hydrated sufficiently?,true,
2024-05-10 21:41:16,2024-05-11 19:51:29,UTC-04:00,Have an injury or wound,false,
2024-05-10 21:41:16,2024-05-11 19:51:29,UTC-04:00,Masturbate?,false,
2024-05-10 21:41:16,2024-05-11 19:51:29,UTC-04:00,Consumed protein?,true,
2024-05-10 21:41:16,2024-05-11 19:51:29,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-10 21:41:16,2024-05-11 19:51:29,UTC-04:00,Share your bed?,true,
2024-05-10 21:41:16,2024-05-11 19:51:29,UTC-04:00,Feeling sick or ill?,false,
2024-05-08 20:20:02,2024-05-09 21:27:24,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-08 20:20:02,2024-05-09 21:27:24,UTC-04:00,Have any caffeine? ,false,
2024-05-08 20:20:02,2024-05-09 21:27:24,UTC-04:00,Take creatine?,false,
2024-05-08 20:20:02,2024-05-09 21:27:24,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-08 20:20:02,2024-05-09 21:27:24,UTC-04:00,Hydrated sufficiently?,true,
2024-05-08 20:20:02,2024-05-09 21:27:24,UTC-04:00,Have an injury or wound,false,
2024-05-08 20:20:02,2024-05-09 21:27:24,UTC-04:00,Masturbate?,false,
2024-05-08 20:20:02,2024-05-09 21:27:24,UTC-04:00,Consumed protein?,true,
2024-05-08 20:20:02,2024-05-09 21:27:24,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-08 20:20:02,2024-05-09 21:27:24,UTC-04:00,Share your bed?,true,
2024-05-08 20:20:02,2024-05-09 21:27:24,UTC-04:00,Feeling sick or ill?,false,
2024-05-07 20:59:28,2024-05-08 20:20:02,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-07 20:59:28,2024-05-08 20:20:02,UTC-04:00,Have any caffeine? ,false,
2024-05-07 20:59:28,2024-05-08 20:20:02,UTC-04:00,Take creatine?,false,
2024-05-07 20:59:28,2024-05-08 20:20:02,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-07 20:59:28,2024-05-08 20:20:02,UTC-04:00,Hydrated sufficiently?,true,
2024-05-07 20:59:28,2024-05-08 20:20:02,UTC-04:00,Have an injury or wound,false,
2024-05-07 20:59:28,2024-05-08 20:20:02,UTC-04:00,Masturbate?,false,
2024-05-07 20:59:28,2024-05-08 20:20:02,UTC-04:00,Consumed protein?,true,
2024-05-07 20:59:28,2024-05-08 20:20:02,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-07 20:59:28,2024-05-08 20:20:02,UTC-04:00,Share your bed?,true,
2024-05-07 20:59:28,2024-05-08 20:20:02,UTC-04:00,Feeling sick or ill?,false,
2024-05-06 21:10:50,2024-05-07 20:59:28,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-06 21:10:50,2024-05-07 20:59:28,UTC-04:00,Have any caffeine? ,false,
2024-05-06 21:10:50,2024-05-07 20:59:28,UTC-04:00,Take creatine?,false,
2024-05-06 21:10:50,2024-05-07 20:59:28,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-06 21:10:50,2024-05-07 20:59:28,UTC-04:00,Hydrated sufficiently?,true,
2024-05-06 21:10:50,2024-05-07 20:59:28,UTC-04:00,Have an injury or wound,false,
2024-05-06 21:10:50,2024-05-07 20:59:28,UTC-04:00,Masturbate?,false,
2024-05-06 21:10:50,2024-05-07 20:59:28,UTC-04:00,Consumed protein?,false,
2024-05-06 21:10:50,2024-05-07 20:59:28,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-06 21:10:50,2024-05-07 20:59:28,UTC-04:00,Share your bed?,true,
2024-05-06 21:10:50,2024-05-07 20:59:28,UTC-04:00,Feeling sick or ill?,false,
2024-05-05 20:57:27,2024-05-06 21:10:50,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-05 20:57:27,2024-05-06 21:10:50,UTC-04:00,Have any caffeine? ,true,
2024-05-05 20:57:27,2024-05-06 21:10:50,UTC-04:00,Take creatine?,true,
2024-05-05 20:57:27,2024-05-06 21:10:50,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-05 20:57:27,2024-05-06 21:10:50,UTC-04:00,Hydrated sufficiently?,true,
2024-05-05 20:57:27,2024-05-06 21:10:50,UTC-04:00,Have an injury or wound,false,
2024-05-05 20:57:27,2024-05-06 21:10:50,UTC-04:00,Masturbate?,false,
2024-05-05 20:57:27,2024-05-06 21:10:50,UTC-04:00,Consumed protein?,true,
2024-05-05 20:57:27,2024-05-06 21:10:50,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-05 20:57:27,2024-05-06 21:10:50,UTC-04:00,Share your bed?,true,
2024-05-05 20:57:27,2024-05-06 21:10:50,UTC-04:00,Feeling sick or ill?,false,
2024-05-04 20:31:37,2024-05-05 20:57:27,UTC-04:00,Have any alcoholic drinks?,false,
2024-05-04 20:31:37,2024-05-05 20:57:27,UTC-04:00,Have any caffeine? ,true,
2024-05-04 20:31:37,2024-05-05 20:57:27,UTC-04:00,Take creatine?,false,
2024-05-04 20:31:37,2024-05-05 20:57:27,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-04 20:31:37,2024-05-05 20:57:27,UTC-04:00,Hydrated sufficiently?,true,
2024-05-04 20:31:37,2024-05-05 20:57:27,UTC-04:00,Have an injury or wound,false,
2024-05-04 20:31:37,2024-05-05 20:57:27,UTC-04:00,Masturbate?,false,
2024-05-04 20:31:37,2024-05-05 20:57:27,UTC-04:00,Consumed protein?,false,
2024-05-04 20:31:37,2024-05-05 20:57:27,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-05-04 20:31:37,2024-05-05 20:57:27,UTC-04:00,Share your bed?,true,
2024-05-04 20:31:37,2024-05-05 20:57:27,UTC-04:00,Feeling sick or ill?,false,
2024-05-03 21:00:07,2024-05-04 20:31:37,UTC-04:00,Have any alcoholic drinks?,true,
2024-05-03 21:00:07,2024-05-04 20:31:37,UTC-04:00,Have any caffeine? ,false,
2024-05-03 21:00:07,2024-05-04 20:31:37,UTC-04:00,Take creatine?,true,
2024-05-03 21:00:07,2024-05-04 20:31:37,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-03 21:00:07,2024-05-04 20:31:37,UTC-04:00,Hydrated sufficiently?,true,
2024-05-03 21:00:07,2024-05-04 20:31:37,UTC-04:00,Have an injury or wound,false,
2024-05-03 21:00:07,2024-05-04 20:31:37,UTC-04:00,Masturbate?,true,
2024-05-03 21:00:07,2024-05-04 20:31:37,UTC-04:00,Consumed protein?,false,
2024-05-03 21:00:07,2024-05-04 20:31:37,UTC-04:00,Read (non-screened device) while in bed?,false,
2024-05-03 21:00:07,2024-05-04 20:31:37,UTC-04:00,Share your bed?,true,
2024-05-03 21:00:07,2024-05-04 20:31:37,UTC-04:00,Feeling sick or ill?,true,
2024-05-02 22:24:20,2024-05-03 21:00:07,UTC-04:00,Have any alcoholic drinks?,true,
2024-05-02 22:24:20,2024-05-03 21:00:07,UTC-04:00,Have any caffeine? ,true,
2024-05-02 22:24:20,2024-05-03 21:00:07,UTC-04:00,Take creatine?,true,
2024-05-02 22:24:20,2024-05-03 21:00:07,UTC-04:00,Viewed a screen device in bed?,false,
2024-05-02 22:24:20,2024-05-03 21:00:07,UTC-04:00,Hydrated sufficiently?,true,
2024-05-02 22:24:20,2024-05-03 21:00:07,UTC-04:00,Have an injury or wound,false,
2024-05-02 22:24:20,2024-05-03 21:00:07,UTC-04:00,Masturbate?,false,
2024-05-02 22:24:20,2024-05-03 21:00:07,UTC-04:00,Consumed protein?,false,
2024-05-02 22:24:20,2024-05-03 21:00:07,UTC-04:00,Read (non-screened device) while in bed?,false,
2024-05-02 22:24:20,2024-05-03 21:00:07,UTC-04:00,Share your bed?,true,
2024-05-02 22:24:20,2024-05-03 21:00:07,UTC-04:00,Feeling sick or ill?,false,
2024-05-01 21:59:07,2024-05-02 22:24:20,UTC-04:00,Have any alcoholic drinks?,true,
2024-05-01 21:59:07,2024-05-02 22:24:20,UTC-04:00,Have any caffeine? ,true,
2024-05-01 21:59:07,2024-05-02 22:24:20,UTC-04:00,Take creatine?,true,
2024-05-01 21:59:07,2024-05-02 22:24:20,UTC-04:00,Viewed a screen device in bed?,true,
2024-05-01 21:59:07,2024-05-02 22:24:20,UTC-04:00,Hydrated sufficiently?,true,
2024-05-01 21:59:07,2024-05-02 22:24:20,UTC-04:00,Have an injury or wound,false,
2024-05-01 21:59:07,2024-05-02 22:24:20,UTC-04:00,Masturbate?,false,
2024-05-01 21:59:07,2024-05-02 22:24:20,UTC-04:00,Consumed protein?,false,
2024-05-01 21:59:07,2024-05-02 22:24:20,UTC-04:00,Read (non-screened device) while in bed?,false,
2024-05-01 21:59:07,2024-05-02 22:24:20,UTC-04:00,Share your bed?,true,
2024-05-01 21:59:07,2024-05-02 22:24:20,UTC-04:00,Feeling sick or ill?,false,
2024-04-30 21:03:54,2024-05-01 21:59:07,UTC-04:00,Have any alcoholic drinks?,true,
2024-04-30 21:03:54,2024-05-01 21:59:07,UTC-04:00,Have any caffeine? ,true,
2024-04-30 21:03:54,2024-05-01 21:59:07,UTC-04:00,Take creatine?,true,
2024-04-30 21:03:54,2024-05-01 21:59:07,UTC-04:00,Viewed a screen device in bed?,false,
2024-04-30 21:03:54,2024-05-01 21:59:07,UTC-04:00,Hydrated sufficiently?,true,
2024-04-30 21:03:54,2024-05-01 21:59:07,UTC-04:00,Have an injury or wound,false,
2024-04-30 21:03:54,2024-05-01 21:59:07,UTC-04:00,Masturbate?,false,
2024-04-30 21:03:54,2024-05-01 21:59:07,UTC-04:00,Consumed protein?,false,
2024-04-30 21:03:54,2024-05-01 21:59:07,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-04-30 21:03:54,2024-05-01 21:59:07,UTC-04:00,Share your bed?,true,
2024-04-30 21:03:54,2024-05-01 21:59:07,UTC-04:00,Feeling sick or ill?,false,
2024-04-29 20:48:45,2024-04-30 21:03:54,UTC-04:00,Feeling sick or ill?,false,
2024-04-29 20:48:45,2024-04-30 21:03:54,UTC-04:00,Share your bed?,true,
2024-04-29 20:48:45,2024-04-30 21:03:54,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-04-29 20:48:45,2024-04-30 21:03:54,UTC-04:00,Consumed protein?,false,
2024-04-29 20:48:45,2024-04-30 21:03:54,UTC-04:00,Masturbate?,true,
2024-04-29 20:48:45,2024-04-30 21:03:54,UTC-04:00,Have an injury or wound,false,
2024-04-29 20:48:45,2024-04-30 21:03:54,UTC-04:00,Hydrated sufficiently?,true,
2024-04-29 20:48:45,2024-04-30 21:03:54,UTC-04:00,Viewed a screen device in bed?,false,
2024-04-29 20:48:45,2024-04-30 21:03:54,UTC-04:00,Take creatine?,true,
2024-04-29 20:48:45,2024-04-30 21:03:54,UTC-04:00,Have any caffeine? ,true,
2024-04-29 20:48:45,2024-04-30 21:03:54,UTC-04:00,Have any alcoholic drinks?,false,
2024-04-28 19:55:22,2024-04-29 20:48:45,UTC-04:00,Have any alcoholic drinks?,false,
2024-04-28 19:55:22,2024-04-29 20:48:45,UTC-04:00,Have any caffeine? ,true,
2024-04-28 19:55:22,2024-04-29 20:48:45,UTC-04:00,Take creatine?,true,
2024-04-28 19:55:22,2024-04-29 20:48:45,UTC-04:00,Viewed a screen device in bed?,false,
2024-04-28 19:55:22,2024-04-29 20:48:45,UTC-04:00,Hydrated sufficiently?,true,
2024-04-28 19:55:22,2024-04-29 20:48:45,UTC-04:00,Have an injury or wound,false,
2024-04-28 19:55:22,2024-04-29 20:48:45,UTC-04:00,Masturbate?,false,
2024-04-28 19:55:22,2024-04-29 20:48:45,UTC-04:00,Consumed protein?,true,
2024-04-28 19:55:22,2024-04-29 20:48:45,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-04-28 19:55:22,2024-04-29 20:48:45,UTC-04:00,Share your bed?,true,
2024-04-28 19:55:22,2024-04-29 20:48:45,UTC-04:00,Feeling sick or ill?,false,
2024-04-26 21:31:17,2024-04-27 21:45:50,UTC-04:00,Feeling sick or ill?,false,
2024-04-26 21:31:17,2024-04-27 21:45:50,UTC-04:00,Share your bed?,true,
2024-04-26 21:31:17,2024-04-27 21:45:50,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-04-26 21:31:17,2024-04-27 21:45:50,UTC-04:00,Consumed protein?,true,
2024-04-26 21:31:17,2024-04-27 21:45:50,UTC-04:00,Masturbate?,false,
2024-04-26 21:31:17,2024-04-27 21:45:50,UTC-04:00,Have an injury or wound,false,
2024-04-26 21:31:17,2024-04-27 21:45:50,UTC-04:00,Hydrated sufficiently?,true,
2024-04-26 21:31:17,2024-04-27 21:45:50,UTC-04:00,Viewed a screen device in bed?,false,
2024-04-26 21:31:17,2024-04-27 21:45:50,UTC-04:00,Take creatine?,true,
2024-04-26 21:31:17,2024-04-27 21:45:50,UTC-04:00,Have any caffeine? ,true,
2024-04-26 21:31:17,2024-04-27 21:45:50,UTC-04:00,Have any alcoholic drinks?,false,
2024-04-27 21:45:50,2024-04-28 19:55:22,UTC-04:00,Have any alcoholic drinks?,false,
2024-04-27 21:45:50,2024-04-28 19:55:22,UTC-04:00,Have any caffeine? ,true,
2024-04-27 21:45:50,2024-04-28 19:55:22,UTC-04:00,Take creatine?,true,
2024-04-27 21:45:50,2024-04-28 19:55:22,UTC-04:00,Viewed a screen device in bed?,false,
2024-04-27 21:45:50,2024-04-28 19:55:22,UTC-04:00,Hydrated sufficiently?,true,
2024-04-27 21:45:50,2024-04-28 19:55:22,UTC-04:00,Have an injury or wound,false,
2024-04-27 21:45:50,2024-04-28 19:55:22,UTC-04:00,Masturbate?,false,
2024-04-27 21:45:50,2024-04-28 19:55:22,UTC-04:00,Consumed protein?,true,
2024-04-27 21:45:50,2024-04-28 19:55:22,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-04-27 21:45:50,2024-04-28 19:55:22,UTC-04:00,Share your bed?,true,
2024-04-27 21:45:50,2024-04-28 19:55:22,UTC-04:00,Feeling sick or ill?,false,
2024-04-24 21:17:08,2024-04-25 21:22:18,UTC-04:00,Feeling sick or ill?,false,
2024-04-24 21:17:08,2024-04-25 21:22:18,UTC-04:00,Share your bed?,true,
2024-04-24 21:17:08,2024-04-25 21:22:18,UTC-04:00,Read (non-screened device) while in bed?,true,
2024-04-24 21:17:08,2024-04-25 21:22:18,UTC-04:00,Consumed protein?,false,
2024-04-24 21:17:08,2024-04-25 21:22:18,UTC-04:00,Masturbate?,false,
2024-04-24 21:17:08,2024-04-25 21:22:18,UTC-04:00,Have an injury or wound,false,
2024-04-24 21:17:08,2024-04-25 21:22:18,UTC-04:00,Hydrated sufficiently?,true,
2024-04-24 21:17:08,2024-04-25 21:22:18,UTC-04:00,Viewed a screen device in bed?,false,
2024-04-24 21:17:08,2024-04-25 21:22:18,UTC-04:00,Take creatine?,true,
2024-04-24 21:17:08,2024-04-25 21:22:18,UTC-04:00,Have any caffeine? ,true,
